業管機關簡碼,業管子機關簡碼,CCTV 設備代碼,基礎路段代碼,參考影像圖片的監看方位,參考影像圖片,動態影像串流網址,設置地點位置類型,設備架設位置X坐標,設備架設位置Y坐標,地理識別碼,縣市代碼,縣市名稱,市區鄉鎮代碼,市區鄉鎮名稱,道路代碼,道路名稱,道路分類,所屬道路方向,路段起點描述,路段迄點描述,所在方向里程數,路側設備布設簡圖URL,來源端平台資料更新時間(yyyy-MM-ddHH:mm:ss),本平台資料更新時間(yyyy-MM-ddHH:mm:ss),資料代表時間(yyyy-MM-ddHH:mm:ss),資料代表日期(yyyy-MM-dd)
AuthorityCode,SubAuthorityCode,CCTVID,LinkID,Bearing,Image,VideoStreamUrl,LocationType,PositionLon,PositionLat,Geohash,CountyID,CountyName,TownID,TownName,RoadID,RoadName,RoadClass,RoadDirection,RoadSectionStart,RoadSectionEnd,LocationMile,LayoutMapURL,SrcUpdateTime,UpdateTime,InfoTime,InfoDate
THB,THB-1R,CCTV-15-007B-012-01,3000720001124H,,,https://cctv-ss03.thb.gov.tw:443/T7B-12K+100,1,121.3345,24.84784,wsqm353j,68000,桃園市,3,大溪區,300072,台7乙線,3,S,,,12K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
CHA,,CCTV03,,,,https://117.56.220.4:8401/Interface/Cameras/GetJPEGStream?Camera=cctv03&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=50&amp;amp;FPS=5&amp;amp;AuthUser=web,4,120.538039,24.092603,wsm9ncvj,10007,彰化縣,1,彰化市,,,0,,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
STSP,,I000001,6163110000010D,,,https://stspcctv.stsp.gov.tw:5004/live?mode=0&amp;amp;channel=6,1,120.28241,23.08699,wsje34fg,67000,臺南市,20,新市區,616311D,新港社大道,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-46-0230-007-03,3002300100659U,,,https://cctv-ss01.thb.gov.tw:443/T23-007K+250,1,121.276268,23.143108,wsn5xtnd,10015,花蓮縣,10,富里鄉,300230,台23線,3,N,,,007K+250,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-152-23,3000900015212U,,,https://cctv-ss05.thb.gov.tw:443/T9-152K+904(S),1,121.716786,24.257081,wsq9cxz7,10015,花蓮縣,11,秀林鄉,300090,台9線,3,S,,,152K+904,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-35-009E-004-01,3000950000358V,,,https://cctv-ss05.thb.gov.tw:443/T9E-4K+000,1,120.864182,22.27795,wevywrdd,10014,臺東縣,15,達仁鄉,300095,台9戊線,3,S,,,4K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000225,2000800100170A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=225,1,121.52779,25.06266,wsqqt6tb,63000,臺北市,4,中山區,200080,新生高架道路,2,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-11-0050-011-01,3000500101174F,,,https://cctv-ss02.thb.gov.tw:443/T5-11K+900,1,121.6298,25.0544,wsqqxc00,65000,新北市,11,汐止區,300050,台5線,3,N,,,11K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-53-0610-280-001,1006100027800D,,,https://cctv-ss06.thb.gov.tw:443/T61-280K+000,1,120.14928,23.30596,wsjkw4dp,67000,臺南市,17,北門區,100610,台61線,1,S,,,280K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-25-008A-020-01,30008A0005847B,,,https://cctv-ss04.thb.gov.tw:443/T8-20K+300,1,121.1339634,24.2499356,wsq1uqx4,66000,臺中市,29,和平區,30008A,台8線,3,E,,,20K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000014,3000100037645E,,,https://cctv4.kctmc.nat.gov.tw/9e00aa3e,2,120.31554,22.65543,wsj8cu71,64000,高雄市,5,三民區,300010,台1線,3,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NAN,,CCTV-014,3000310000394M,,,https://trafficcctv.nantou.gov.tw/cctv/014.html,1,120.68069,23.95558,wsmb60uz,10008,南投縣,3,草屯鎮,300031,南投縣草屯鎮太平路與省府路口,3,,,,,,2022-10-24 01:01:21,2022-10-28 06:30:00,2022-10-24 01:01:21,2022-10-24
THB,THB-4R,CCTV-41-007C-024-01,3000730102434G,,,https://cctv-ss01.thb.gov.tw:443/T7C-024K+450,1,121.755162,24.671923,wsqs6e7k,10002,宜蘭縣,2,羅東鎮,300073,台7丙線,3,N,,,024K+450,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000267,6267070500010F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000267,2,121.3967,25.07816,wsqqdmq6,65000,新北市,17,林口區,626707F,粉寮路一段,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-23-0610-177-02,6584200300000N,,,https://cctv-ss04.thb.gov.tw:443/T61-177K+700-4,3,120.4171542,24.07666709,wsm8upj0,10007,彰化縣,2,鹿港鎮,658420N,台61線,6,SE,,,177K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-112-02,3000900011128G,,,https://cctv-ss03.thb.gov.tw:443/T9-112K+691(S),1,121.828058,24.522951,wsqes222,10002,宜蘭縣,12,南澳鄉,300090,台9線,3,S,,,112K+691,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-28-0630-014-01,3006300101440M,,,https://cctv-ss04.thb.gov.tw:443/T63-14K+500,1,120.6808494,24.0125208,wsmbd5m5,10008,南投縣,3,草屯鎮,300630,台63線,3,N,,,14K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-56-0180-044-001,3001800004432Q,,,https://cctv-ss06.thb.gov.tw:443/T18-44K+600,1,120.64177,23.43148,wsjv338d,10010,嘉義縣,16,番路鄉,300180,台18線,3,E,,,44K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000139,6269150700220F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000139,4,121.5272,24.99014,wsqqjmm6,65000,新北市,3,中和區,626915F,景平路,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000139,6004920400000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=139,1,121.56466,25.03858,wsqqqq0s,63000,臺北市,2,信義區,600492A,松智路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000223,6270310000000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000223,1,121.54078,24.98679,wsqqjsxq,65000,新北市,6,新店區,627031F,順安街,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-52-0610-264-001,1006100126270Q,,,https://cctv-ss06.thb.gov.tw:443/T61-264K+300,1,120.16564,23.44169,wsjmq7mv,10010,嘉義縣,9,東石鄉,100610,台61線,1,N,,,264K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-32-0170-276-01,3001700027125T,,,https://cctv-ss05.thb.gov.tw:443/T17-272K+300,1,120.5879987,22.3959672,wevz2j19,10013,屏東縣,16,枋寮鄉,300170,台17線,3,S,,,272K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000161,6005350600030A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=161,1,121.51847,25.06289,wsqqt4x1,63000,臺北市,6,大同區,600535A,民權西路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000064,2000500100160A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=64,1,121.49911,25.10576,wsqquf2g,63000,臺北市,12,北投區,200050,洲美快速道路,2,N,洲美快,洲美快,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
STSP,,I000006,6163110400010D,,,https://stspcctv.stsp.gov.tw:5004/live?mode=0&amp;amp;channel=9,1,120.28221,23.08625,wsje34dz,67000,臺南市,20,新市區,616311D,新港社大道,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-43-0110-008-01,3001100100813U,,,https://cctv-ss01.thb.gov.tw:443/T11-008K+800,1,121.603733,23.90533,wsnrzpv4,10015,花蓮縣,6,壽豐鄉,300110,台11線,3,N,,,008K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0640-000-03,1006400000000F,,,https://cctv-ss02.thb.gov.tw:443/T64-0K+585,1,121.3957,25.14564,wsqr43te,65000,新北市,23,八里區,100640,台64線,1,E,,,0K+585,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-16-0030-071-02,3000300106943J,,,https://cctv-ss02.thb.gov.tw:443/T3-71K+100,1,121.134,24.72356,wsqhskz1,10004,新竹縣,8,橫山鄉,300030,台3線,3,N,,,71K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0640-016-01,1006400101600F,,,https://cctv-ss02.thb.gov.tw:443/T64-16K+000,1,121.4779,25.05402,wsqqs2cw,65000,新北市,2,三重區,100640,台64線,1,W,,,16K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-15-0040-035-01,3000400103334H,,,https://cctv-ss02.thb.gov.tw:443/T4-34K+350,1,121.2724,24.84322,wsqjrdef,68000,桃園市,3,大溪區,300040,台4線,3,W,,,34K+350,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000069,6002960300030A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=69,1,121.50551,25.08581,wsqqsytx,63000,臺北市,11,士林區,600296A,延平北路六段,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TAO,,T727433,6383630300000H,,,https://cctvtraffic.tycg.gov.tw/camera175,1,121.28901,25.03136,wsqnruzf,68000,桃園市,5,蘆竹區,638363H,蘆興南路,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-42-0020-161-02,3000200016160G,,,https://cctv-ss01.thb.gov.tw:443/T2-161K+700,1,121.831941,24.630165,wsqsh7g3,10002,宜蘭縣,3,蘇澳鎮,300020,台2線,3,E,,,161K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-27-0210-122-01,3002100012170M,,,https://cctv-ss04.thb.gov.tw:443/T21-122K+600,1,120.905701,23.539013,wsjvzm0u,10008,南投縣,12,信義鄉,300210,台21線,3,S,,,122K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000166,2000200100150A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=166,1,121.52066,25.04828,wsqqmrbs,63000,臺北市,4,中山區,200020,市民大道高架道路,2,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-37-0090-426-02,3000900142672V,,,https://cctv-ss06.thb.gov.tw:443/T9-426K+848,1,120.88197,22.29363,wevyydrt,10014,臺東縣,15,達仁鄉,300090,台9線,3,N,,,426K+848,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000302,6211030100000E,,,https://cctv2.kctmc.nat.gov.tw/97358d57,1,120.30803,22.59259,wsj898ve,64000,高雄市,9,前鎮區,621103E,擴建一路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-55-0030-334-001,3000300033436Q,,,https://cctv-ss06.thb.gov.tw:443/T3-334K+800,1,120.60648,23.30837,wsju87nv,10010,嘉義縣,17,大埔鄉,300030,台3線,3,S,,,334K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000114,6081260000010B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000114,1,120.720555,24.266175,wsmf51d0,66000,臺中市,9,豐原區,608126B,三豐路二段,6,N,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
KHH,,64000C000127,6192540600010E,,,https://cctv2.kctmc.nat.gov.tw/a1c8677c,1,120.28781,22.6267,wsj89pnf,64000,高雄市,1,鹽埕區,619254E,中正四路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-41-0090-068-01,3000900106868G,,,https://cctv-ss02.thb.gov.tw:443/T9-068K+510,1,121.794132,24.849449,wsqt77xy,10002,宜蘭縣,4,頭城鎮,300090,台9線,3,N,,,068K+510,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0230-038-01,3002300103774V,,,https://cctv-ss05.thb.gov.tw:443/T23-38K+500,1,121.288094,23.001812,wsn4zgr7,10014,臺東縣,7,東河鄉,300230,台23線,3,N,,,38K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000231,6192510600000E,,,https://cctv3.kctmc.nat.gov.tw/bdd89855,6,120.30222,22.63136,wsj89xcm,64000,高雄市,6,新興區,619251E,中正三路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-16-0610-081-02,1006100008240O,,,https://cctv-ss02.thb.gov.tw:443/T61-81K+166,1,120.9088,24.76325,wsmuzk50,10018,新竹市,3,香山區,100610,台61線,1,S,,,81K+166,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-24-0030-227-02,3000300122701M,,,https://cctv-ss04.thb.gov.tw:443/T3-227K+050,1,120.7105431,23.7946817,wsjz6gdw,10008,南投縣,4,竹山鎮,300030,台3線,3,N,,,227K+050,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-32-0240-019-02,3002400101956T,,,https://cctv-ss05.thb.gov.tw:443/T24-19K+900,1,120.64185,22.70996302,wsjc1q0x,10013,屏東縣,13,內埔鄉,300240,台24線,3,W,,,19K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TTT,,C109151,6843840200000V,,,https://trafficvideo.ttcpb.gov.tw/fa7fbe21,1,121.18558,22.7922,wsn1tthw,10014,臺東縣,1,臺東市,684384V,富岡街,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000154,6076270300060B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000154,1,120.64368,24.16582,wsmc3r60,66000,臺中市,6,西屯區,607627B,臺灣大道三段,6,SE,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-4R,CCTV-42-009D-041-02,3000940004135G,,,https://cctv-ss02.thb.gov.tw:443/T9D-041K+690,1,121.784613,24.38043,wsqdeq2f,10002,宜蘭縣,12,南澳鄉,300094,台9丁線,3,S,,,041K+690,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NAN,,CCTV-001,6526390000010M,,,https://trafficcctv.nantou.gov.tw/cctv/001.html,1,120.68592,23.97663,wsmb6kbc,10008,南投縣,3,草屯鎮,652639M,南投縣草屯鎮虎山路口與育英路口,6,,,,,,2022-10-24 01:01:21,2022-10-28 06:30:00,2022-10-24 01:01:21,2022-10-24
TTT,,C108081,6841530600080V,,,https://trafficvideo.ttcpb.gov.tw/8ee7af26,1,121.14284,22.7573,wsn1kwvd,10014,臺東縣,1,臺東市,684153V,正氣北路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-54-0200-003-002,3002000000317D,,,https://cctv-ss06.thb.gov.tw:443/T20-3K+530,1,120.22949,23.01296,wsj6zvkk,67000,臺南市,31,永康區,300200,台20線,3,E,,,3K+530,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-16-0610-083-01,6611400500000O,,,https://cctv-ss02.thb.gov.tw:443/T61-83K+950,5,120.8965,24.74308,wsmuz064,10018,新竹市,3,香山區,661140O,台61線,6,SW,,,83K+950,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000204,6078850000120B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000204,1,120.719592,24.163082,wsmc7nc2,66000,臺中市,8,北屯區,607885B,環中東路二段,6,N,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-2R,CCTV-25-008A-013-01,30008A0105147B,,,https://cctv-ss04.thb.gov.tw:443/T8-13K+000,1,121.0971675,24.2488107,wsq1gwk7,66000,臺中市,29,和平區,30008A,台8線,3,W,,,13K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-41-1910-008-01,0000500103900G,,,https://cctv-ss01.thb.gov.tw:443/T191-008K+950,1,121.78074,24.7493,wsqsg1qp,10002,宜蘭縣,1,宜蘭市,50,191線,0,N,,,008K+950,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000086,6275260100120F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000086,4,121.49056,25.04934,wsqqs84d,65000,新北市,2,三重區,627526F,環河南路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TAO,,T727830,6353830700030H,,,https://cctvtraffic.tycg.gov.tw/camera165,1,121.28725,25.0347,wsqnrvqt,68000,桃園市,5,蘆竹區,635383H,中正北路,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-42-0020-165-04,3000200116447G,,,https://cctv-ss01.thb.gov.tw:443/T2-165k+150-2,1,121.855855,24.608302,wsqeuzu9,10002,宜蘭縣,3,蘇澳鎮,300020,台2線,3,W,,,165K+150,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-55-0030-319-001,3000300031864Q,,,https://cctv-ss06.thb.gov.tw:443/T3-319K+975,1,120.61182,23.37482,wsjubx6b,10010,嘉義縣,16,番路鄉,300030,台3線,3,S,,,319K+975,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000324,6004930400010A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=324,1,121.5335,25.06446,wsqqtdcg,63000,臺北市,4,中山區,600493A,松江路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-51-0030-257-002,6661530600000P,,,https://cctv-ss06.thb.gov.tw:443/T3-257K+300,6,120.53928,23.66342,wsjwwgy1,10009,雲林縣,1,斗六市,666153P,台3線,6,W,,,257K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-35-0260-035-003,3002600103552T,,,https://cctv-ss05.thb.gov.tw:443/T26-35K+420,1,120.801683,21.943449,wevuuftj,10013,屏東縣,4,恆春鎮,300260,台26線,3,W,,,35K+420,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-32-0170-254-001,3001700125462T,,,https://cctv-ss06.thb.gov.tw:443/T17-254K+997,1,120.457234,22.479869,wevxvh66,10013,屏東縣,17,新園鄉,300170,台17線,3,N,,,254K+997,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0650-006-01,1006500100600F,,,https://cctv-ss03.thb.gov.tw:443/T65-6K+650,1,121.4512,25.01002,wsqq78yj,65000,新北市,1,板橋區,100650,台65線,1,N,,,6K+650,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TAO,,T600210,6373020500000H,,,https://cctvtraffic.tycg.gov.tw/camera135,2,121.18755,24.92335,wsqjv9nj,68000,桃園市,10,平鎮區,637302H,陸橋南路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-44-0080-175-06,3000800117686U,,,https://cctv-ss02.thb.gov.tw:443/T8-175K+950,1,121.559867,24.171612,wsq3w0m1,10015,花蓮縣,11,秀林鄉,300080,台8線,3,W,,,175K+950,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000046,6190120600030E,,,https://cctv3.kctmc.nat.gov.tw/73777faa,1,120.32793,22.63909,wsj8f1k4,64000,高雄市,5,三民區,619012E,九如一路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-17-0620-017-09,1006200101740F,,,https://cctv-ss02.thb.gov.tw:443/T62-17K+818,1,121.8131,25.11926,wsqwguvd,65000,新北市,12,瑞芳區,100620,台62線,1,W,,,17K+818,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-16-0010-071-01,3000100007163O,,,https://cctv-ss01.thb.gov.tw:443/T1-71K+820,1,120.9954,24.81939,wsqj1q4p,10018,新竹市,1,東區,300010,台1線,3,S,,,71K+820,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-34-0290-038-01,3002000005494E,,,https://cctv-ss05.thb.gov.tw:443/T29-38K+200,1,120.57148,23.062855,wsjepwmq,64000,高雄市,33,甲仙區,300200,台29線,3,E,,,38K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-26-0140-059-01,0000601008000M,,,https://cctv-ss04.thb.gov.tw:443/T14-059K+200,1,120.992324,23.978822,wsq03jpy,10008,南投縣,2,埔里鎮,60,台14線,0,E,,,59K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-23-0190-002-01,3001900100147N,,,https://cctv-ss03.thb.gov.tw:443/T19-2K+000,1,120.528187,24.07025,wsm8ytvg,10007,彰化縣,1,彰化市,300190,台19線,3,N,,,2K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-009D-013-01,3000940101232G,,,https://cctv-ss02.thb.gov.tw:443/T9D-013K+100,1,121.854304,24.529276,wsqesc7t,10002,宜蘭縣,3,蘇澳鎮,300094,台9丁線,3,N,,,013K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-24-0140-019-01,3001400101992M,,,https://cctv-ss03.thb.gov.tw:443/T14-019K+900,1,120.691892,23.981718,wsmb6mtp,10008,南投縣,3,草屯鎮,300140,台14線,3,W,,,19K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000359,6004580600000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=359,1,121.56033,24.98863,wsqqnjj9,63000,臺北市,8,文山區,600458A,木柵路二段,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
CHA,,CCTV50,,,,https://117.56.220.4:8401/Interface/Cameras/GetJPEGStream?Camera=CCTV50&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=50&amp;amp;FPS=5&amp;amp;AuthUser=web,4,120.41067,24.061656,wsm8uh23,10007,彰化縣,2,鹿港鎮,,,0,,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-52-0190-074-001,3001900107485Q,,,https://cctv-ss06.thb.gov.tw:443/T19-74K+850,1,120.28108,23.52951,wsjtc56j,10010,嘉義縣,8,六腳鄉,300190,台19線,3,N,,,74K+850,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000097,6192500600010E,,,https://cctv4.kctmc.nat.gov.tw/38cd3775,1,120.32166,22.62998,wsj89zxt,64000,高雄市,8,苓雅區,619250E,中正二路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000130,6001702500050A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=130,1,121.56461,25.04138,wsqqqq8s,63000,臺北市,2,信義區,600170A,基隆路一段,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-52-0190-099-002,3001900009963Q,,,https://cctv-ss06.thb.gov.tw:443/T19-99K+550,1,120.25067,23.33164,wsjs8r7u,10010,嘉義縣,10,義竹鄉,300190,台19線,3,S,,,99K+550,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-35-0260-051-01,3002600005253T,,,https://cctv-ss06.thb.gov.tw:443/T26-51K+800,1,120.8428629,21.9687818,wevuvz71,10013,屏東縣,4,恆春鎮,300260,台26線,3,E,,,51K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-009D-068-03,3000940106899U,,,https://cctv-ss02.thb.gov.tw:443/T9D-068K+960,1,121.689302,24.2195,wsq9c152,10015,花蓮縣,11,秀林鄉,300094,台9丁線,3,N,,,068K+960,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
